Sigla do Cliente;Nome do cliente;Código do cliente;SE;Número do contrato;Status do contrato no ERP;CNPJ do Cliente;CDIP de Abrangência;e-Carta Integração;Armazenamento;Prazo de Armazenamento;Status do contrato no SGD;Fragmentação
MHZ;CANOPUS;1673;SUPERINTENDENCIA ESTADUAL MG  ;9912651673;Ativo;16530651000123;CDIP - Curitiba;Não;Sim;180;Ativo;Sim
MTC;CANOPUS ADMINISTRADORA CONSORCIOS LTDA;7585;SUPERINTENDENCIA ESTADUAL MT  ;9912277585;Ativo;68318773000154;Desativado CDIP/BSB2;Não;Não;0;Ativo;Não
DFY;CARTAO BRB SA;9024;SUPERINTENDENCIA ESTADUAL BSB ;9912559024;Ativo;01984199000100;Desativado CDIP/BSB2;Não;Sim;180;Ativo;Não
STR;CARTOON CORP;5580;SUPERINTENDENCIA ESTADUAL SPM ;9912695580;Ativo;53083929000198;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Sim
PZC;CASA DO SOLDADOR LTDA;528;SUPERINTENDENCIA ESTADUAL PR  ;9912370528;Ativo;02344660000115;CDIP - Curitiba;Não;Sim;180;Ativo;Não
STO;CASAN;4509;SUPERINTENDENCIA ESTADUAL SC  ;9912244509;Ativo;82508433000117;Desativado - CDIP/FLN2;Sim;Sim;30;Ativo;Sim
PRX;CAU PR - PRX;8649;SUPERINTENDENCIA ESTADUAL PR  ;9912678649;Ativo;14804099000199;CDIP - Curitiba;Sim;Sim;30;Ativo;Não
ROG;CAU RS;4001;SUPERINTENDENCIA ESTADUAL RS  ;9912324001;Ativo;14840270000115;Desativado - CDIP/FLN2;Não;Sim;30;Ativo;Não
SCY;CAUSC;5981;SUPERINTENDENCIA ESTADUAL SC  ;9912645981;Ativo;14895272000101;Desativado - CDIP/FLN2;Sim;Sim;30;Ativo;Não
DHU;CDHU DESENV URBANO E HABITAÇÃO-SP;4519;SUPERINTENDENCIA ESTADUAL SPM ;9912324519;Ativo;47865597000109;CDIP/SPM4;Não;Sim;180;Ativo;Sim
RSE;CEEE DISTRIBUICAO;7245;SUPERINTENDENCIA ESTADUAL RS  ;9912592910;Ativo;08467115000100;Desativado - CDIP/FLN2;Não;Sim;30;Ativo;Sim
KT;CELG D/ENEL;6409;SUPERINTENDENCIA ESTADUAL GO  ;9912356409;Ativo;01543032000104;Desativado CDIP/BSB2;Não;Sim;180;Ativo;Não
MIG;CEMIG D;9679;SUPERINTENDENCIA ESTADUAL MG  ;9912249679;Ativo;06981180000116;CDIP - Curitiba;Não;Sim;30;Ativo;Sim
GQ;CENTRAL NACIONAL UNIMED;4775;SUPERINTENDENCIA ESTADUAL SPM ;9912254775;Ativo;02812468000106;Desativado - CDIP/SPM3;Não;Não;180;Ativo;Não
RRP;CENTRO ADMINISTRATIVO MUNICIPAL;543;SUPERINTENDENCIA ESTADUAL RS  ;9912640543;Ativo;87612537000190;Desativado - CDIP/FLN2;Sim;Sim;30;Ativo;Sim
SSF;CENTRO DE DOCUMENTACAO DA AERONAUTICA;2438;SUPERINTENDENCIA ESTADUAL RJ  ;9912392438;Ativo;00394429005170;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
GPC;CERES PREF GABINETE DO PREFEITO;5893;SUPERINTENDENCIA ESTADUAL GO  ;9912525893;Ativo;01131713000157;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Não
GB;Cetelem Brasil SA;384;SUPERINTENDENCIA ESTADUAL SPM ;9912323445;Cancelado;00558456000171;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
CFX;CFX - XIMENES SERVICE E-CARTA;8505;SUPERINTENDENCIA ESTADUAL CE  ;9912428504;Ativo;11956792000199;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Não
OA;Chapadão do Céu - Prefeitura Municipal;7;SUPERINTENDENCIA ESTADUAL GO  ;9912523501;Ativo;24859332000194;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Não
CH;(CH-5720) ITAU CORPORATE;5720;SUPERINTENDENCIA ESTADUAL SPM ;9912257207;Ativo;60701190000104;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
BAQ;CIA DE ELETRIC DO EST DA BAHIA COELBA;550;SUPERINTENDENCIA ESTADUAL BA  ;9912230549;Ativo;15139629000194;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Não
BAY;CIA DE ELETRIC DO EST DA BAHIA COELBA;552;SUPERINTENDENCIA ESTADUAL BA  ;9912230549;Ativo;15139629000194;Desativado CDIP/BSB2;Não;Sim;180;Ativo;Sim
BAX;CIA DE ELETRIC DO EST DA BAHIA COELBA;551;SUPERINTENDENCIA ESTADUAL BSB ;9912230549;Ativo;15139629000194;Desativado CDIP/BSB2;Não;Sim;180;Ativo;Sim
MGM;CIA DE LOCACAO DAS AMERICAS;998;SUPERINTENDENCIA ESTADUAL MG  ;9912340998;Cancelado;10215988000240;CDIP - Curitiba;Não;Não;0;Ativo;Não
GS;Cia Municipal Trânsito Sto Antonio Desco;7661;SUPERINTENDENCIA ESTADUAL GO  ;9912447661;Cancelado;18170708000156;Desativado CDIP/BSB2;Sim;Sim;30;Cancelado;Não
RG;CIA PROCES DADOS EST S PAULO;6792;SUPERINTENDENCIA ESTADUAL SPM ;9912356792;Ativo;62577929000135;Desativado - CDIP/SPM3;Não;Sim;;Ativo;Não
SVX;CIASC;3819;SUPERINTENDENCIA ESTADUAL SC  ;9912233819;Ativo;83043745000165;CDIP/FLN3;Sim;Sim;30;Ativo;Não
MIC;CLAMPER IND E COM S A;890;SUPERINTENDENCIA ESTADUAL MG  ;9912340890;Ativo;66429895000192;CDIP - Curitiba;Não;Sim;180;Ativo;Não
GC;CLAUDINO S/A. - LOJAS DE DEPARTAMENTOS;5906;SUPERINTENDENCIA ESTADUAL PI  ;9912313927;Ativo;06862627000138;Desativado - CDIP/SPM3;Não;Não;180;Ativo;Não
FU;CLIENTE MUNICÍPIO DE CEARÁ-MIRM;7977;SUPERINTENDENCIA ESTADUAL RN  ;9912528864;Ativo;08004061000139;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
SZL;CLIQUE COMPRE COM. DE CALÇADOS EIRELI;4234;SUPERINTENDENCIA ESTADUAL SPM ;9912440234;Ativo;18413478000109;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
GON;CMTT DE ANAPOLIS;5190;SUPERINTENDENCIA ESTADUAL GO  ;9912515190;Ativo;05782093000177;Desativado CDIP/BSB2;Não;Sim;180;Ativo;Não
YV;CN GESTAO FORMAL DE CONTRATOS CEFOR - YV;5690;SUPERINTENDENCIA ESTADUAL BSB ;9912285689;Ativo;00360305561807;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Sim
DFC;CN GESTAO FORMAL DE CONTRATOS CEFOR BR;2112;SUPERINTENDENCIA ESTADUAL BSB ;9912285689;Ativo;00360305561807;Desativado CDIP/BSB2;Não;Sim;30;Ativo;Não
AI;CNA;5547;SUPERINTENDENCIA ESTADUAL BSB ;9912265810;Ativo;33582750000178;Desativado CDIP/BSB2;Não;Não;0;Ativo;Sim
BAC;COELBA – COMPANHIA DO ESTADO DA BAHIA;549;SUPERINTENDENCIA ESTADUAL BA  ;9912230549;Ativo;15139629000194;Desativado CDIP/BSB2;Não;Sim;180;Ativo;Não
SYS;COGNA EDUCACAO;2393;SUPERINTENDENCIA ESTADUAL SPI ;9912422393;Ativo;02800026000140;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
RXJ;COM PORTO ALEGRENSE DE MAQ CALCULADORAS;3350;SUPERINTENDENCIA ESTADUAL RS  ;9912333350;Ativo;87138145000131;Desativado - CDIP/FLN2;Não;Sim;30;Ativo;Não
RJV;COMISSAO DE VALORES MOBILIARIOS;7873;SUPERINTENDENCIA ESTADUAL RJ  ;9912354627;Ativo;29507878000108;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Não
RNO;COMP ENERGETICA DO RIO GDE DO NT COSERN;1765;SUPERINTENDENCIA ESTADUAL RN  ;9912406898;Ativo;08324196000181;CDIP - Curitiba;Sim;Sim;180;Ativo;Sim
RNN;COMP ENERGETICA DO RIO GDE DO NT COSERN;6898;SUPERINTENDENCIA ESTADUAL RN  ;9912406898;Ativo;08324196000181;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
LY;COMPANHIA ENERGÉTICA DE PERNAMBUCO;8385;SUPERINTENDENCIA ESTADUAL PE  ;9912248385;Ativo;10835932000108;Desativado - CDIP/FLN2;Não;Sim;180;Ativo;Sim
CV;COMPANHIA ENERGÉTICADO CEARÁ;3561;SUPERINTENDENCIA ESTADUAL CE  ;9912323561;Ativo;07047251000170;Desativado - CDIP/SPM3;Não;Sim;0;Ativo;Não
CA;COMPANHIA MUN  DE TRÂNSITO E TRANSPORTES;2;SUPERINTENDENCIA ESTADUAL GO  ;9912515190;Ativo;05782093000177;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Não
STM;COMPEX TECNOLOGIA LTDA;4747;SUPERINTENDENCIA ESTADUAL SPM ;9912344747;Ativo;03391625000110;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
MGK;Con. Reg. Representantes Comerciais MG;6086;SUPERINTENDENCIA ESTADUAL MG  ;9912436086;Ativo;17314360000160;CDIP - Curitiba;Sim;Sim;30;Ativo;Não
MIY;COND CANTO DAS AGUAS;3424;SUPERINTENDENCIA ESTADUAL MG  ;9912613424;Ativo;01122858000191;CDIP - Curitiba;Não;Sim;180;Ativo;Não
RYR;CONFEDERACAO SICREDI;2773;SUPERINTENDENCIA ESTADUAL RS  ;9912327734;Ativo;03795072000160;Desativado - CDIP/FLN2;Não;Sim;180;Ativo;Não
ROW;CONFEDERACAO SICREDI;7732;SUPERINTENDENCIA ESTADUAL RS  ;9912327734;Ativo;03795072000160;Desativado - CDIP/FLN2;Sim;Sim;180;Ativo;Sim
MSK;CONGONHAS GABINETE DO PREFEITO;4553;SUPERINTENDENCIA ESTADUAL MG  ;9912644553;Ativo;16752446000102;CDIP - Curitiba;Sim;Sim;0;Ativo;Não
RYK;CONS DE ARQ E URB DO RJ CAU RJ;5639;SUPERINTENDENCIA ESTADUAL RJ  ;9912505639;Ativo;14892247000174;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Sim
RKC;CONS REG CONTABILIDADE RS;5290;SUPERINTENDENCIA ESTADUAL RS  ;9912270952;Ativo;92698471000133;Desativado - CDIP/FLN2;Não;Sim;30;Ativo;Não
RRQ;CONS REG CORRETORES DE IMOVEIS 3 REGIAO;7877;SUPERINTENDENCIA ESTADUAL RS  ;9912478770;Ativo;92966159000183;CDIP/FLN3;Sim;Sim;30;Ativo;Não
RXF;CONS REG DE FARMACIA DO RIO GDE DO SUL;6328;SUPERINTENDENCIA ESTADUAL RS  ;9912266328;Ativo;93026771000139;Desativado - CDIP/FLN2;Sim;Sim;30;Ativo;Sim
SUP;CONS REG DE MED VETERIN DO EST DE SC;5564;SUPERINTENDENCIA ESTADUAL SC  ;9912315564;Ativo;82513045000124;Desativado - CDIP/FLN2;Não;Sim;180;Ativo;Não
PBG;CONS REG DE MEDICINA DO ESTADO DA PB;5940;SUPERINTENDENCIA ESTADUAL PB  ;9912535940;Ativo;10764033000161;CDIP/SPM4;Sim;Não;180;Ativo;Não
RNC;CONS REG DOS REPR COMERCIAIS DO RN;7589;SUPERINTENDENCIA ESTADUAL RN  ;9912558636;Ativo;09078122000175;CDIP - Curitiba;Sim;Sim;30;Ativo;Não
BAZ;CONS REG DOS TECNICOS INDUSTRIAIS BA C;5557;SUPERINTENDENCIA ESTADUAL BA  ;9912675557;Ativo;32784905000196;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Não
RKI;CONS REG MED VETERINARIA EST RJ CRMV RJ;5652;SUPERINTENDENCIA ESTADUAL RJ  ;9912535652;Ativo;42147611000107;CDIP/SPM4;Sim;Sim;30;Ativo;Não
RXV;CONS REG MEDI VETERINARIA DO EST RS;2500;SUPERINTENDENCIA ESTADUAL RS  ;9912280025;Ativo;93009116000172;Desativado - CDIP/FLN2;Não;Sim;30;Ativo;Não
RYG;CONS REG MEDI VETERINARIA DO EST RS;1228;SUPERINTENDENCIA ESTADUAL RS  ;9912280025;Ativo;93009116000172;CDIP/FLN3;Sim;Sim;30;Ativo;Sim
RJG;CONS REG REP COM EST DO RIO DE JANEIRO;56;SUPERINTENDENCIA ESTADUAL RJ  ;9912521433;Cancelado;34046409000160;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Não
PRK;CONS REG REP COMERCIAIS ESTADO DO PARANA;8473;SUPERINTENDENCIA ESTADUAL PR  ;9912662035;Ativo;76683358000128;CDIP - Curitiba;Sim;Sim;30;Ativo;Não
TOC;CONS REG REP COMERCIAIS ESTADO DO TO;7626;SUPERINTENDENCIA ESTADUAL TO  ;9912515891;Ativo;04301976000155;Desativado CDIP/BSB2;Sim;Não;30;Ativo;Não
ESK;CONS REG REPR COM ESTADO ESPIRITO SANTO;4210;SUPERINTENDENCIA ESTADUAL ES  ;9912604210;Ativo;28167864000111;Desativado - CDIP/SPM3;Sim;Não;0;Ativo;Não
SEK;CONS REG REPRES COM DO ESTADO SERGIPE;2939;SUPERINTENDENCIA ESTADUAL SE  ;9912462939;Ativo;13044524000126;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Não
SZZ;CONS REG REPRES COMERCIAIS DO EST DE SP;3134;SUPERINTENDENCIA ESTADUAL SPM ;9912493131;Ativo;60746179000152;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Não
PU;CONS REGIONAL ENFERMAGEM PARANA;2563;SUPERINTENDENCIA ESTADUAL PR  ;9912392563;Ativo;75078816000137;CDIP - Curitiba;Sim;Não;0;Ativo;Não
DHC;CONSELHO ADM DE DEFESA ECONOMICA CADE;3929;SUPERINTENDENCIA ESTADUAL BSB ;9912513929;Ativo;00418993000116;Desativado CDIP/BSB2;Não;Sim;180;Ativo;Não
DGO;CONSELHO FED DE ODONTOLOGIA;3245;SUPERINTENDENCIA ESTADUAL BSB ;9912252750;Ativo;61919643000128;Desativado CDIP/BSB2;Não;Sim;180;Ativo;Sim
NI;CONSELHO NACIONAL DE JUSTIÇA;6493;SUPERINTENDENCIA ESTADUAL BSB ;9912286493;Ativo;07421906000129;Desativado CDIP/BSB2;Sim;Não;0;Ativo;Não
RV;CONSELHO R DE M.  MINAS GERAIS -CRMV/MG;6628;SUPERINTENDENCIA ESTADUAL MG  ;9912552686;Ativo;16539173000112;CDIP - Curitiba;Não;Sim;180;Ativo;Não
BAM;CONSELHO REG CONTAB DO ESTADO DA BAHIA;7022;SUPERINTENDENCIA ESTADUAL BA  ;9912507022;Ativo;15244148000149;Desativado CDIP/BSB2;Sim;Sim;60;Ativo;Não
PZP;CONSELHO REG DE CONTABILIDADE DO PARANA;5995;SUPERINTENDENCIA ESTADUAL PR  ;9912345995;Ativo;76592559000110;CDIP - Curitiba;Sim;Não;0;Ativo;Não
ZO;CONSELHO REG DE ENFERMAGEM DO RJ;5512;SUPERINTENDENCIA ESTADUAL RJ  ;9912288830;Ativo;27149095000166;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Não
GOE;CONSELHO REG DE ENG E AGRON DE GOIAS;5561;SUPERINTENDENCIA ESTADUAL GO  ;9912315561;Ativo;01619022000105;Desativado CDIP/BSB2;Sim;Sim;60;Ativo;Não
SUD;CONSELHO REG DE FARMACIA DO ESTADO SP;916;SUPERINTENDENCIA ESTADUAL SPM ;9912330916;Ativo;60975075000110;CDIP/SPM4;Sim;Sim;30;Ativo;Não
RNG;CONSELHO REG DE MEDICINA DO ESTADO DO RN;446;SUPERINTENDENCIA ESTADUAL RN  ;9912600446;Ativo;24517609000109;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Sim
GCR;CONSELHO REG DE MEDICINA DO ESTADO GOIAS;6832;SUPERINTENDENCIA ESTADUAL GO  ;9912266832;Ativo;01010446000160;Desativado CDIP/BSB2;Sim;Não;180;Ativo;Não
ESR;CONSELHO REG ENG ARQUIT AGRONO DO ES;5719;SUPERINTENDENCIA ESTADUAL ES  ;9912315718;Ativo;27055235000137;Desativado - CDIP/SPM3;Sim;Não;30;Ativo;Sim
PBF;CONSELHO REG FARMACIA ESTADO DA PB CRF;606;SUPERINTENDENCIA ESTADUAL PB  ;9912590606;Ativo;08338774000139;CDIP/FLN3;Sim;Sim;180;Ativo;Não
PRY;CONSELHO REG FISIOT TERAPIA OCUP 1 REG;9690;SUPERINTENDENCIA ESTADUAL PE  ;9912399690;Ativo;11425519000138;Desativado - CDIP/FLN2;Não;Sim;180;Ativo;Não
PFC;CONSELHO REG FONOAUDIOLOGIA DA 4 REGIAO;7184;SUPERINTENDENCIA ESTADUAL PE  ;9912527184;Ativo;02116365000101;Desativado - CDIP/FLN2;Sim;Sim;30;Ativo;Sim
ESJ;CONSELHO REG MEDICINA DO ESTADO ES;8150;SUPERINTENDENCIA ESTADUAL ES  ;9912258150;Ativo;31300999000118;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Não
PBZ;CONSELHO REG MEDICINA VETERINARIA EST PR;9200;SUPERINTENDENCIA ESTADUAL PR  ;9912289200;Ativo;75103192000160;CDIP - Curitiba;Sim;Sim;30;Ativo;Não
CEK;CONSELHO REG REP COMERCIAIS CEARA;667;SUPERINTENDENCIA ESTADUAL CE  ;9912510667;Ativo;07340847000164;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Não
RSL;CONSELHO REG REPR COM RGS;6638;SUPERINTENDENCIA ESTADUAL RS  ;9912476638;Ativo;92963776000125;Desativado - CDIP/FLN2;Sim;Sim;30;Ativo;Não
MSR;Conselho Reg. Representantes Comerciais;9924;SUPERINTENDENCIA ESTADUAL MS  ;9912579952;Cancelado;15906662000100;CDIP - Curitiba;Não;Sim;180;Ativo;Não
SCB;CONSELHO REGIONAL COMERCIAL SC;8934;SUPERINTENDENCIA ESTADUAL SC  ;9912248934;Ativo;83896068000128;Desativado - CDIP/FLN2;Sim;Sim;30;Ativo;Não
SSX;CONSELHO REGIONAL CONTABILIDADE EST SP;526;SUPERINTENDENCIA ESTADUAL SPM ;9912520526;Ativo;63002141000163;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Não
PIO;CONSELHO REGIONAL CONTABILIDADE PIAUI;9849;SUPERINTENDENCIA ESTADUAL PI  ;9912399849;Ativo;06669170000140;Desativado - CDIP/SPM3;Não;Sim;30;Ativo;Não
SPR;CONSELHO REGIONAL DE ADMINISTRACAO DE SP;6018;SUPERINTENDENCIA ESTADUAL SPM ;9912606578;Ativo;43060078000104;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Não
MHR;CONSELHO REGIONAL DE CONTABILIDADE DE MG;9035;SUPERINTENDENCIA ESTADUAL MG  ;9912339035;Ativo;17188574000138;CDIP - Curitiba;Não;Sim;30;Ativo;Sim
PFH;CONSELHO REGIONAL DE CONTABILIDADE EM PE;3979;SUPERINTENDENCIA ESTADUAL PE  ;9912513979;Ativo;10979565000116;Desativado - CDIP/FLN2;Não;Sim;30;Ativo;Não
SCS;CONSELHO REGIONAL DE CONTABILIDADE SC;2859;SUPERINTENDENCIA ESTADUAL SC  ;9912452859;Ativo;83901983000164;Desativado - CDIP/FLN2;Sim;Não;0;Ativo;Não
QN;CONSELHO REGIONAL DE ENFERMAGEM COREN MA;5393;SUPERINTENDENCIA ESTADUAL MA  ;9912595393;Ativo;06272868000127;Desativado CDIP/BSB2;Sim;Não;30;Ativo;Não
ZK;Conselho Regional de Enfermagem de SC;8402;SUPERINTENDENCIA ESTADUAL SC  ;9912358402;Ativo;75308106000156;Desativado - CDIP/FLN2;Sim;Sim;180;Ativo;Não
MAR;CONSELHO REGIONAL DE FARMACIA - CRF - MA;2581;SUPERINTENDENCIA ESTADUAL MA  ;9912572571;Ativo;06296024000116;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Não
PEE;CONSELHO REGIONAL DE FARMACIA DO EST PE;2119;SUPERINTENDENCIA ESTADUAL PE  ;9912719542;Ativo;09822982000171;Desativado - CDIP/FLN2;Sim;Sim;30;Ativo;Não
PRW;CONSELHO REGIONAL DE MEDICINA DO PARANA;5983;SUPERINTENDENCIA ESTADUAL PR  ;9912265983;Ativo;75060129000194;CDIP - Curitiba;Sim;Sim;30;Ativo;Não
RSM;CONSELHO REGIONAL DE MEDICINA DO RS;2627;SUPERINTENDENCIA ESTADUAL RS  ;9912262627;Ativo;91335315000145;Desativado - CDIP/FLN2;Sim;Sim;30;Ativo;Sim
MAE;CONSELHO REGIONAL DE MEDICINA MARANHAO;5262;SUPERINTENDENCIA ESTADUAL MA  ;9912575262;Cancelado;06353247000178;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Não
ALH;CONSELHO REGIONAL DE ODONTOL DE ALAGOAS;9732;SUPERINTENDENCIA ESTADUAL AL  ;9912609732;Ativo;12316311000143;CDIP - Curitiba;Não;Sim;180;Ativo;Não
MAQ;CONSELHO REGIONAL DE QUIMICA 11 REGIAO;3961;SUPERINTENDENCIA ESTADUAL MA  ;9912571930;Ativo;10338929000189;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Não
SZB;CONSELHO REGIONAL DE SERVIÇO SOCIAL;5876;SUPERINTENDENCIA ESTADUAL SPM ;9912295876;Ativo;43762376000146;Desativado - CDIP/SPM3;Não;Sim;180;Ativo;Sim
MSX;CONSELHO REGIONAL MEDICINA DO ESTADO MG;1736;SUPERINTENDENCIA ESTADUAL MG  ;9912321736;Ativo;22256879000170;CDIP - Curitiba;Sim;Sim;0;Ativo;Sim
PAD;CONSELHO REGIONAL MEDICINA ESTADO PARA;3978;SUPERINTENDENCIA ESTADUAL PA  ;9912473978;Ativo;15330178000178;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Não
PAF;CONSELHO REGIONAL MEDICINA ESTADO PARA;6327;SUPERINTENDENCIA ESTADUAL PA  ;9912473978;Ativo;15330178000178;Desativado CDIP/BSB2;Não;Sim;180;Ativo;Não
BAS;CONSELHO REGIONAL ODONTOLOGIA DA BAHIA;6938;SUPERINTENDENCIA ESTADUAL BA  ;9912606938;Ativo;15246655000111;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Não
SCE;COOP DE ELETRIFICACAO DE BRAÇO DO NORTE;7999;SUPERINTENDENCIA ESTADUAL SC  ;9912417999;Ativo;86433042000131;Desativado - CDIP/FLN2;Sim;Sim;30;Ativo;Não
DFM;COOR GERAL DE REC LOGI CGRL MTPS;1823;SUPERINTENDENCIA ESTADUAL BSB ;9912571822;Ativo;23612685000637;Desativado CDIP/BSB2;Não;Sim;180;Ativo;Sim
DFW;COOR GERAL DE REC LOGI CGRL MTPS;1822;SUPERINTENDENCIA ESTADUAL BSB ;9912571822;Ativo;23612685000637;Desativado CDIP/BSB2;Não;Sim;180;Ativo;Não
DGB;COOR GERAL DE REC LOGI CGRL MTPS INTEGRA;1824;SUPERINTENDENCIA ESTADUAL BSB ;9912571822;Ativo;23612685000637;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Sim
KH;COORD GERAL APOIO A DIR COLEG;5082;SUPERINTENDENCIA ESTADUAL BSB ;9912325080;Ativo;29979036090891;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Sim
KD;COORD GERAL APOIO A DIR COLEG - DIRBEN;5081;SUPERINTENDENCIA ESTADUAL BSB ;9912325080;Ativo;29979036090891;Desativado CDIP/BSB2;Sim;Sim;180;Ativo;Sim
DGT;COORD GERAL DE REC. LOG. CGRL SRT/DF;4436;SUPERINTENDENCIA ESTADUAL BSB ;9912634436;Cancelado;23612685000637;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Sim
DHT;COORD GERAL DE RH E LOGISTICOS CGRL;2613;SUPERINTENDENCIA ESTADUAL BSB ;9912592613;Ativo;05457283000208;Desativado CDIP/BSB2;Não;Sim;180;Ativo;Não
MHG;COPASA MG;4846;SUPERINTENDENCIA ESTADUAL MG  ;9912284846;Ativo;17281106000103;CDIP - Curitiba;Sim;Não;0;Ativo;Sim
GOC;CORE - GO;6434;SUPERINTENDENCIA ESTADUAL GO  ;9912326434;Ativo;01259530000111;Desativado CDIP/BSB2;Sim;Não;0;Ativo;Não
AMC;CORE AM;9876;SUPERINTENDENCIA ESTADUAL AM  ;9912589875;Ativo;04179818000174;Desativado CDIP/BSB2;Sim;Não;0;Ativo;Não
BAK;CORE BA;9036;SUPERINTENDENCIA ESTADUAL BA  ;9912499036;Ativo;15176951000193;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Não
DGE;CORE DF;4050;SUPERINTENDENCIA ESTADUAL BSB ;9912614050;Ativo;00331165000146;Desativado CDIP/BSB2;Sim;Não;0;Ativo;Não
MAO;CORE MA;2573;SUPERINTENDENCIA ESTADUAL MA  ;9912562572;Ativo;06042865000105;Desativado CDIP/BSB2;Sim;Não;30;Ativo;Não
PBK;CORE PB;3159;SUPERINTENDENCIA ESTADUAL PB  ;9912593159;Ativo;09260373000176;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Não
PEK;CORE PE;9775;SUPERINTENDENCIA ESTADUAL PE  ;9912449775;Ativo;09852690000181;Desativado - CDIP/FLN2;Sim;Sim;30;Ativo;Não
PIR;CORE PI - PIR;4269;SUPERINTENDENCIA ESTADUAL PI  ;9912704269;Ativo;06518666000112;CDIP - Curitiba;Sim;Sim;180;Ativo;Não
ROC;CORE RO;7348;SUPERINTENDENCIA ESTADUAL RO  ;9912567348;Ativo;84646397000183;Desativado CDIP/BSB2;Sim;Não;0;Ativo;Não
ALK;CORE-AL;8186;SUPERINTENDENCIA ESTADUAL AL  ;9912488186;Ativo;12393179000173;Desativado - CDIP/FLN2;Sim;Não;0;Ativo;Não
MTO;COREMT;102;SUPERINTENDENCIA ESTADUAL MT  ;9912520102;Ativo;03006392000194;Desativado CDIP/BSB2;Sim;Não;0;Ativo;Não
BAO;COREN BA;6307;SUPERINTENDENCIA ESTADUAL BA  ;9912526306;Ativo;15679277000160;Desativado CDIP/BSB2;Não;Não;0;Ativo;Não
MSC;COREN MS;7998;SUPERINTENDENCIA ESTADUAL MS  ;9912277998;Ativo;24630212000110;CDIP - Curitiba;Sim;Sim;30;Ativo;Sim
ZZ;COREN PB;1604;SUPERINTENDENCIA ESTADUAL PB  ;9912591603;Cancelado;07647181000191;Desativado - CDIP/SPM3;Sim;Não;0;Ativo;Não
PIV;COREN PR - PIV;9256;SUPERINTENDENCIA ESTADUAL PR  ;9912392563;Ativo;75078816000137;CDIP - Curitiba;Não;Sim;180;Ativo;Não
RYO;COREN RS;1815;SUPERINTENDENCIA ESTADUAL RS  ;9912261815;Ativo;87088670000190;Desativado - CDIP/FLN2;Sim;Não;30;Ativo;Não
SYA;COREN SP;8617;SUPERINTENDENCIA ESTADUAL SPM ;9912448617;Ativo;44413680000140;Desativado - CDIP/SPM3;Sim;Sim;30;Ativo;Sim
TOH;COREN TO;8770;SUPERINTENDENCIA ESTADUAL TO  ;9912448770;Ativo;26753715000109;Desativado CDIP/BSB2;Sim;Não;0;Ativo;Não
PAE;COREPA;5734;SUPERINTENDENCIA ESTADUAL PA  ;9912495734;Ativo;04974325000126;Desativado CDIP/BSB2;Sim;Sim;30;Ativo;Não
PZS;CORNELIO PROCOPIO PREF GAB DO PREFEITO;4069;SUPERINTENDENCIA ESTADUAL PR  ;9912634069;Ativo;76331941000170;CDIP - Curitiba;Sim;Sim;180;Ativo;Não
MHY;CORPO BOMBEIROS MILITAR DE MINAS GERAIS;6010;SUPERINTENDENCIA ESTADUAL MG  ;9912246010;Ativo;03389126000198;CDIP - Curitiba;Sim;Sim;30;Ativo;Sim
